repo,loc,ehloc,num_classes,userdefined_exceptions,num_methods,num_methods_throw,num_public_methods,num_public_methods_throws,num_nonpublic_methods,num_nonpublic_methods_throws,percent_nonpublic_method_throws,num_throw_statements,num_try,num_catch,empty_catchs,throw_on_catch,return_on_catch,return_on_finall,log_on_finally,specific_action_onfinally
rundeck-plugins/rundeck-winrm-plugin,471,44,1,0,33,6,21,2,12,4,33.33333333333333,4,6,6,0,3,3,0,0,1
gruter/tajo-cdh,106614,5143,923,47,8431,2481,6724,1986,1707,495,28.998242530755714,1237,685,639,0,197,77,0,11,129
syncloud/core,6503,288,188,3,733,172,605,143,128,29,22.65625,31,47,51,0,15,3,0,0,5
dlew/android-ragefaces,1192,52,19,0,86,7,52,7,34,0,0.0,3,11,11,0,1,5,0,0,0
splitter/android_packages_apps_apollomod,10867,357,100,0,734,9,506,6,228,3,1.3157894736842104,7,90,90,0,4,10,0,0,6
bdew/neiaddons,2250,78,39,1,174,8,126,6,48,2,4.166666666666666,4,18,14,0,0,0,0,0,0
ansjsun/ansj_seg,6687,154,101,0,346,47,157,9,189,38,20.105820105820104,2,28,28,0,1,2,0,0,8
ericweic63amg/web-content,1597,17,6,0,15,15,0,0,15,15,100.0,1,15,16,0,0,0,0,0,0
iipc/openwayback,38548,2518,569,23,3003,450,2447,331,556,119,21.402877697841728,318,319,357,0,97,32,0,1,38
kylinsoong/customizedtools,19461,1377,308,31,1593,292,1084,197,509,95,18.664047151277014,118,173,168,0,52,11,0,15,43
isa-tools/isavalidator-isaconverter-biimanager,43285,1618,470,10,2116,159,1557,127,559,32,5.724508050089446,246,137,147,0,61,17,0,3,3
ozbek/al-muazzin,3278,43,39,0,314,0,249,0,65,0,0.0,1,10,10,0,0,2,0,0,0
whym/wikihadoop,968,54,4,0,62,37,37,22,25,15,60.0,5,10,0,0,0,0,0,0,18
karma-exchange-org/karma-exchange,9380,268,127,0,654,35,300,26,354,9,2.5423728813559325,111,34,34,0,18,2,0,0,9
attm2x/m2x-java,2579,166,76,8,348,13,312,12,36,1,2.7777777777777777,22,11,17,0,13,0,0,0,0
qiniu/java-sdk,2871,201,64,2,137,51,81,29,56,22,39.285714285714285,11,38,39,0,9,9,0,0,6
efruchter/gnome3_appmenueditor,434,27,3,0,25,3,18,2,7,1,14.285714285714285,1,6,6,0,0,0,0,0,0
immibis/bearded-octo-nemesis,10353,146,67,1,535,21,376,2,159,19,11.949685534591195,36,20,10,0,4,1,0,1,11
agoncal/agoncal-application-petstore-ee7,3720,135,58,2,452,11,420,11,32,0,0.0,9,23,22,0,2,17,0,2,0
top-cat/scrapbank.tf,2755,267,41,0,141,2,108,1,33,1,3.0303030303030303,6,52,65,0,2,2,0,0,0
jpotts/alfresco-developer-series,1399,9,28,0,84,7,70,2,14,5,35.714285714285715,2,2,2,0,0,0,0,0,0
antidot/db2triples,7374,499,72,2,319,68,181,27,138,41,29.71014492753623,109,77,65,0,8,6,0,2,20
tobbentm/hig-timeedit-reader,2320,107,27,0,99,4,89,4,10,0,0.0,4,26,27,0,4,0,0,0,0
bau5/craftingsuite,9981,56,92,0,472,0,401,0,71,0,0.0,0,13,13,0,0,1,0,0,0
rodnaph/sockso,25686,1583,397,6,2527,903,1734,634,793,269,33.921815889029006,96,302,238,0,15,13,1,1,223
mkrause/gx,8274,279,112,0,645,66,514,48,131,18,13.740458015267176,38,51,61,0,8,12,0,0,0
xplodwild/android_packages_apps_focal,12602,382,81,0,1107,13,854,1,253,12,4.743083003952568,34,78,82,0,3,14,0,0,1
threerings/nexus,6442,404,97,4,674,14,513,11,161,3,1.8633540372670807,53,66,70,0,31,2,0,0,3
jdramaix/gwtchosen,2570,2,28,0,289,0,195,0,94,0,0.0,2,0,0,0,0,0,0,0,0
aksw/liverdfnews,10317,512,158,0,676,53,459,21,217,32,14.746543778801843,49,86,117,0,43,2,0,1,4
opentsdb/asynchbase,18932,1382,102,32,1520,88,884,70,636,18,2.8301886792452833,252,112,96,0,38,18,0,6,32
amishne/llvm-ir-editor,157278,21539,356,0,6141,28,5390,26,751,2,0.2663115845539281,244,3049,2506,0,2,3,0,0,2044
99soft/rocoto,2564,47,60,0,152,4,110,4,42,0,0.0,21,25,23,0,0,0,0,0,0
vkostyukov/la4j,12499,64,133,0,1289,58,1141,38,148,20,13.513513513513514,33,9,9,0,3,2,0,0,0
amlcurran/showcaseview,2341,28,37,0,237,2,180,2,57,0,0.0,4,4,8,0,0,0,0,0,0
bk138/libslidemenu,389,29,3,0,20,0,16,0,4,0,0.0,0,6,6,0,0,0,0,0,0
slimeknights/tinkersconstruct,55799,64,458,0,3844,9,2736,5,1108,4,0.36101083032490977,21,29,30,0,0,0,0,0,0
tomdz/sphinx-maven,311,22,2,0,18,8,7,1,11,7,63.63636363636363,9,5,5,0,4,0,0,0,0
schaloner/deadbolt-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nasa/certware,879480,115656,2940,0,58318,11802,41211,299,17107,11503,67.24148009586719,405,15222,14480,0,25,58,0,0,13040
antalk/tapestry-spring-security,1587,42,34,0,137,22,82,5,55,17,30.909090909090907,8,5,6,0,6,0,0,0,0
nexr/rhive,2734,300,20,0,137,76,77,40,60,36,60.0,64,49,40,0,31,4,0,0,11
baloise/egitblit,4913,147,40,1,53,14,35,8,18,6,33.33333333333333,9,25,28,0,1,6,0,0,0
groupon/robo-remote,5514,232,56,0,506,341,180,78,326,263,80.67484662576688,37,60,62,0,4,3,0,0,0
fusesource/stompjms,9370,902,80,2,1108,517,852,379,256,138,53.90625,316,147,184,0,146,8,0,0,3
couchbase/couchbase-lite-android-core,16226,1579,122,2,1184,114,902,78,282,36,12.76595744680851,218,262,250,0,70,67,0,1,50
jmarsault/netbeans-command-shortcuts,1162,40,6,0,95,5,59,5,36,0,0.0,0,9,9,0,0,0,0,0,0
ultraq/jaxb-utilities,439,71,10,1,37,12,37,12,0,0,0,18,13,15,0,15,0,0,0,0
knisterpeter/smaller,7336,661,110,3,626,226,425,149,201,77,38.308457711442784,91,116,99,0,61,4,0,2,51
jaroslav-kuchar/social-network-analysis,682,15,14,0,57,0,57,0,0,0,0,0,3,3,0,0,0,0,0,0
cy-project/ihelp-android,2246,70,22,0,201,6,137,5,64,1,1.5625,8,14,17,0,8,0,0,0,0
yegor256/rexsl,12191,700,229,4,765,222,586,198,179,24,13.40782122905028,157,100,110,0,94,0,0,3,13
square/picasso,6908,383,68,0,616,237,428,217,188,20,10.638297872340425,82,83,80,0,6,3,0,0,7
semperos/screwdriver,3109,121,67,2,412,83,294,56,118,27,22.88135593220339,18,19,17,0,3,3,0,0,4
serac/spring-webflow-client-repo,367,55,7,1,39,15,32,9,7,6,85.71428571428571,9,9,8,0,7,0,0,0,2
nexes/android-file-manager,2843,83,12,0,118,2,89,0,29,2,6.896551724137931,0,17,21,0,0,3,0,0,0
abwaters/cryptsy-api,1380,45,2,0,67,50,64,48,3,2,66.66666666666666,8,10,12,0,7,1,0,0,0
metadave/contact,7350,645,102,1,836,34,765,27,71,7,9.859154929577464,20,89,91,0,4,4,0,0,45
mcbans/mcbans,7758,688,79,3,407,118,318,83,89,35,39.325842696629216,107,103,108,0,14,18,0,0,9
isnow/eisenheinrich,5296,282,48,0,346,11,260,7,86,4,4.651162790697675,14,56,61,0,0,5,0,0,0
jruyi/jruyi,25247,1937,227,0,1807,180,1341,121,466,59,12.660944206008583,321,364,177,0,43,9,0,0,207
tdunning/mia,4231,103,91,0,257,96,152,34,105,62,59.04761904761905,19,16,19,0,5,0,0,0,3
veny/smevente,11668,457,136,3,1008,17,748,7,260,10,3.8461538461538463,94,82,82,0,35,1,0,1,3
reikakalseki/dragonapi,26526,1696,275,13,1634,12,805,9,829,3,0.3618817852834741,134,146,315,0,53,27,0,0,0
bmeike/programmingandroid2examples,12333,622,148,0,1212,16,754,3,458,13,2.8384279475982535,29,141,135,0,0,9,0,3,20
tomivirkki/cdiutils,1035,36,13,0,100,0,58,0,42,0,0.0,2,8,9,0,1,1,0,0,0
geeksville/arduleader,11997,196,178,0,695,258,634,251,61,7,11.475409836065573,6,34,35,0,5,0,0,0,2
chrisbanes/photup,8855,405,100,0,775,21,533,21,242,0,0.0,7,71,80,0,2,9,0,0,0
maikmerten/chainreaction,2912,91,50,1,211,1,141,0,70,1,1.4285714285714286,21,12,13,0,4,2,0,0,0
flixel-gdx/flixel-gdx,15820,39,131,0,0,0,0,0,0,0,0,18,22,19,0,0,0,0,0,0
foursquare/fongo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuland/jade4j,6005,336,134,5,564,106,393,76,171,30,17.543859649122805,31,53,51,0,22,3,0,0,0
sovietaced/avior,6797,497,53,1,480,83,374,59,106,24,22.641509433962266,61,86,119,0,15,12,0,0,1
britzke/archivator,3100,57,39,0,260,26,246,24,14,2,14.285714285714285,4,12,11,0,0,0,0,0,1
tsiemens/pathfinder-toolkit,14551,156,143,0,1229,47,963,11,266,36,13.533834586466165,29,32,32,0,3,10,0,0,0
openpnp/openpnp,22125,737,182,0,1407,212,1180,178,227,34,14.977973568281937,80,144,145,0,12,25,0,0,0
fasterxml/jackson-datatype-hibernate,2832,12,44,0,420,18,391,14,29,4,13.793103448275861,4,2,0,0,0,0,0,0,2
graphstream/gs-core,54864,3786,270,7,3602,513,2284,247,1318,266,20.18209408194234,472,642,666,0,95,259,0,0,41
scudderfish/msloggerbase,22585,318,174,3,1786,61,1358,26,428,35,8.177570093457943,19,121,122,0,0,1,0,0,10
grisu/gricli,6925,952,127,12,294,120,246,95,48,25,52.083333333333336,93,112,134,0,50,12,0,2,4
pejot/linked-data-visualization-tools,7528,277,157,2,590,39,442,37,148,2,1.3513513513513513,31,52,52,0,29,3,0,0,3
idragonfire/dragonantipvpleaver,1964,158,16,0,179,7,159,5,20,2,10.0,5,26,27,0,0,6,0,0,0
richardwilly98/elasticsearch-river-mongodb,6737,710,44,0,375,74,230,46,145,28,19.310344827586206,47,124,126,0,37,0,0,0,3
palmerc/securewebsockets,1830,121,16,1,151,19,117,5,34,14,41.17647058823529,33,15,21,0,0,0,0,0,0
rstoyanchev/spring-websocket-test,548,18,16,0,48,12,29,5,19,7,36.84210526315789,0,3,3,0,0,0,0,0,2
bluemel/rapidenv,17583,1592,120,5,762,47,532,34,230,13,5.6521739130434785,364,158,160,0,148,17,0,0,89
mythtv-clients/mythtv-android-frontend,36850,939,327,0,2551,74,2040,4,511,70,13.698630136986301,286,125,112,0,0,1,0,0,17
mzachar/virgo-plan-maven-plugin,184,25,2,0,6,1,1,1,5,0,0.0,2,4,4,0,2,1,0,0,0
tobbebia/cube-game-server,592,41,9,0,38,1,28,1,10,0,0.0,0,9,10,0,0,1,0,0,0
konoha-project/libzen,17518,279,257,3,1123,0,655,0,468,0,0.0,28,36,44,0,7,3,0,0,2
bergerkiller/bkcommonlib,26956,800,310,1,3222,60,2326,32,896,28,3.125,134,133,133,0,28,27,0,0,19
eclipse-color-theme/eclipse-color-theme,1646,45,35,0,199,12,158,11,41,1,2.4390243902439024,0,9,10,0,0,0,0,0,0
jmorawsk/cmput301f12t08,2864,18,31,0,233,3,174,2,59,1,1.694915254237288,0,4,4,0,0,0,0,0,0
marc4j/marc4j,12919,548,111,2,665,98,421,50,244,48,19.672131147540984,130,98,121,0,50,1,0,0,1
photo/mobile-android,50495,1045,294,0,4427,148,2843,84,1584,64,4.040404040404041,69,267,252,0,10,31,0,0,16
marspeople/norefreshtoggle,2103,43,11,0,87,0,43,0,44,0,0.0,8,11,13,0,6,0,0,0,0
joval/joval,39562,4014,217,13,1322,533,757,240,565,293,51.85840707964602,726,520,738,0,227,20,0,3,42
ishchenko/idea-navigate-from-literal,245,6,6,0,22,0,16,0,6,0,0.0,0,2,2,0,0,0,0,0,0
nathanmarz/cascalog-contrib,724,60,8,0,61,31,45,24,16,7,43.75,11,13,14,0,9,0,0,0,0
shannah/cn1achartengine,6775,42,83,2,674,2,559,1,115,1,0.8695652173913043,12,6,6,0,1,0,0,0,0
nodebox/nodebox,31873,1552,281,5,3736,76,2751,27,985,49,4.974619289340102,228,164,182,0,99,54,0,0,1
urbanairship/datacube,6104,366,93,2,440,155,340,123,100,32,32.0,89,48,43,0,37,2,0,0,30
ova2/primefaces-cookbook,4296,22,104,0,467,13,429,12,38,1,2.631578947368421,5,5,5,0,1,1,0,0,0
sesteel/goclipse,48798,2643,297,0,2954,169,1207,66,1747,103,5.89582140812822,141,517,413,0,31,32,0,0,23
billthefarmer/tuner,2516,6,18,0,88,0,26,0,62,0,0.0,0,6,6,0,0,0,0,0,0
mguillermin/play2-ebean-testing,94,0,4,0,12,1,4,0,8,1,12.5,0,0,0,0,0,0,0,0,0
joelj/ez-templates,617,61,7,0,41,13,20,1,21,12,57.14285714285714,18,12,15,0,15,0,0,0,2
googleplus/gplus-domains-quickstart-java,58,0,1,0,2,2,0,0,2,2,100.0,0,0,0,0,0,0,0,0,0
chirino/resty-gwt,12038,394,233,2,964,178,690,92,274,86,31.386861313868614,107,50,51,0,14,12,0,1,6
jberkel/sms-backup-plus,8822,438,108,9,761,188,486,172,275,16,5.818181818181818,27,67,87,0,14,35,0,0,5
ahmetalpbalkan/orman,6403,579,143,39,540,7,359,3,181,4,2.209944751381215,75,45,45,0,0,11,0,0,0
daboross/skywars,5000,367,84,2,415,35,356,21,59,14,23.728813559322035,80,72,64,0,28,14,0,0,3
uwolfer/gerrit-intellij-plugin,7127,236,100,2,812,32,646,25,166,7,4.216867469879518,24,35,37,0,14,7,0,0,4
dominik42/mylyn-basecamp-connector,808,3,14,0,88,15,64,15,24,0,0.0,1,2,2,0,0,0,0,0,0
nicolasgramlich/andenginemultitouchextension,146,9,4,1,11,0,3,0,8,0,0.0,3,0,0,0,0,0,0,0,0
tomachalek/orzo,2092,103,42,4,159,37,138,33,21,4,19.047619047619047,20,7,9,0,4,0,0,0,0
sebastianst/snapshare,307,11,2,0,11,9,2,1,9,8,88.88888888888889,0,2,3,0,0,0,0,0,0
taobao/tedis,33210,2598,370,19,3269,633,2752,484,517,149,28.820116054158607,433,371,410,0,189,19,0,0,31
maxifier/x-guice,7352,387,143,3,681,75,467,69,214,6,2.803738317757009,56,59,65,0,21,0,0,0,19
woorea/openstack-java-sdk,12232,88,266,1,1684,27,1639,22,45,5,11.11111111111111,19,14,15,0,8,0,0,0,0
deathmarine/ultrabans,3471,143,42,0,92,1,76,0,16,1,6.25,1,38,40,0,0,5,0,0,0
cgeo/cgeo,49994,1722,553,1,4514,137,2528,58,1986,79,3.9778449144008055,78,368,336,0,3,31,0,2,67
wolfeidau/rake-bamboo-plugin,3170,76,67,2,292,91,236,82,56,9,16.071428571428573,23,5,11,0,0,3,0,0,0
springsource/spring-hateoas,5588,39,112,0,504,68,429,63,75,5,6.666666666666667,16,6,4,0,1,2,0,0,2
dennischen/daily-money,9327,360,73,2,666,29,442,5,224,24,10.714285714285714,26,79,73,0,11,4,0,3,18
zscott/multibitexchange,8033,303,169,4,837,69,646,32,191,37,19.3717277486911,48,52,52,0,18,6,0,0,37
ajermakovics/eclipse-instasearch,8298,308,77,1,430,95,266,50,164,45,27.439024390243905,14,47,46,0,1,9,0,0,2
m2e-code-quality/m2e-code-quality,2138,115,27,1,137,59,50,28,87,31,35.63218390804598,18,20,22,0,6,0,0,0,0
umano/androidslidinguppanel,948,7,2,0,85,0,56,0,29,0,0.0,3,1,1,0,0,0,0,0,0
b3log/b3log-symphony,6045,588,76,0,232,123,173,110,59,13,22.033898305084744,112,103,103,0,69,5,0,0,0
jadiraorg/jadira,49203,1969,1196,14,4298,215,3624,162,674,53,7.863501483679524,492,264,348,0,260,14,0,0,15
licks92/wirelessredstone,5858,233,29,0,87,7,71,3,16,4,25.0,4,71,86,0,0,12,0,0,0
multiverse/multiverse-core,12190,423,158,2,993,55,804,50,189,5,2.6455026455026456,38,83,85,0,9,35,0,0,3
commonsguy/cwac-pager,836,0,8,0,90,0,69,0,21,0,0.0,0,0,0,0,0,0,0,0,0
thinkaurelius/faunus,12989,450,180,0,880,372,744,341,136,31,22.794117647058822,112,81,81,0,39,12,0,0,0
unicon/springframework-addons,805,61,15,0,100,16,82,10,18,6,33.33333333333333,4,14,11,0,2,0,0,0,4
difi/oxalis,12205,1296,241,16,1127,258,734,195,393,63,16.030534351145036,310,196,238,0,187,6,0,0,5
jakewharton/disklrucache,1720,198,5,0,131,102,92,77,39,25,64.1025641025641,27,41,38,0,4,3,0,0,4
matthiasblaesing/netbeans-mantis-integration,7298,337,52,0,542,60,479,49,63,11,17.46031746031746,17,63,65,0,10,8,0,0,2
dreddik/androidtouchgallery,1166,17,13,0,81,1,48,1,33,0,0.0,1,4,4,0,0,1,0,0,0
slowpoke101/ftblaunch,12091,931,104,0,805,62,512,13,293,49,16.723549488054605,23,187,193,0,3,23,0,0,17
sonian/elasticsearch-jetty,2868,149,36,0,263,47,206,32,57,15,26.31578947368421,28,27,31,0,13,4,0,0,0
maven-nar/cpptasks-parallel,20844,590,232,0,1983,184,1192,138,791,46,5.815423514538559,230,88,83,0,17,4,0,0,8
yuyang226/flickrjapi4android,14215,622,155,2,1546,270,1403,233,143,37,25.874125874125873,204,78,85,0,7,4,0,9,31
knisterpeter/smaller-dev-server,2271,170,28,0,196,68,125,39,71,29,40.845070422535215,15,34,32,0,13,3,0,0,2
openhmis/openmrs-module-openhmis.plm,2054,119,30,1,212,23,197,23,15,0,0.0,36,13,14,0,13,0,0,0,0
tim-r/signedit,1239,81,12,0,78,6,58,3,20,3,15.0,4,15,18,0,0,4,0,0,0
netflix/simianarmy,15283,452,184,3,1219,25,898,21,321,4,1.2461059190031152,85,70,71,0,25,5,0,1,7
derekbrameyer/timeismoney-android,652,10,10,0,50,0,39,0,11,0,0.0,0,3,3,0,0,0,0,0,0
fbecart/jsqlparser,8360,182,168,2,1220,252,1164,236,56,16,28.57142857142857,30,20,18,0,12,0,0,0,4
wtchoi/swifthand,13748,561,160,1,259,112,159,51,100,61,61.0,105,135,124,0,54,7,0,0,0
ocpsoft/rewrite,46856,777,941,4,4041,528,3185,497,856,31,3.6214953271028034,244,190,204,0,57,9,0,0,7
opentreeoflife/taxomachine,6880,417,51,2,335,9,234,9,101,0,0.0,17,85,41,0,2,0,0,0,49
liquibase/liquibase-hibernate,3558,76,55,0,502,304,442,267,60,37,61.66666666666667,25,13,19,0,17,3,0,0,0
frege/eclipse-plugin,2954,115,25,0,170,7,132,4,38,3,7.894736842105263,1,27,31,0,0,6,0,0,0
readytalk/revori,19467,389,157,2,986,59,697,50,289,9,3.1141868512110724,168,57,58,0,36,0,0,0,11
mhgrove/4store-api,2811,356,25,2,148,95,106,70,42,25,59.523809523809526,58,66,73,0,42,5,0,0,2
tatsuhiro-t/argparse4j,5540,471,66,4,490,79,399,71,91,8,8.791208791208792,60,66,77,0,7,6,0,0,1
credentials/irma_android_verifier,1238,38,12,0,81,0,62,0,19,0,0.0,4,8,8,0,0,1,0,0,0
caliog/npclib,1000,32,15,0,114,8,95,2,19,6,31.57894736842105,0,8,8,0,0,0,0,0,0
jsr107/jsr107tck,10903,722,122,0,829,133,780,127,49,6,12.244897959183673,71,172,169,0,11,3,0,0,5
stormpath/stormpath-sdk-java,10141,431,210,6,1134,40,723,9,411,31,7.542579075425791,79,64,39,0,29,3,0,0,25
hector-client/hector,31382,1184,458,17,2640,350,2252,273,388,77,19.84536082474227,230,174,195,0,118,13,0,0,17
planetjones/planetjones,204,1,5,0,20,4,16,2,4,2,50.0,1,0,0,0,0,0,0,0,0
gwhalin/memcached-java-client,3049,362,13,1,238,34,143,12,95,22,23.157894736842106,16,56,54,0,5,8,0,2,10
romanb/jpa-nestedset,1356,17,15,0,106,0,74,0,32,0,0.0,11,2,2,0,0,0,0,0,0
ilesinge/scuttloid,1340,31,12,0,109,5,71,4,38,1,2.631578947368421,0,3,9,0,0,1,0,0,0
tangyong/glassfish-obr-builder,1957,145,23,0,189,46,142,29,47,17,36.17021276595745,21,28,25,0,16,0,0,0,9
bio4j/neo4jdb,13258,633,256,1,452,66,398,59,54,7,12.962962962962962,41,37,38,0,0,20,0,0,0
passsy/android-holocircularprogressbar,454,0,2,0,42,0,27,0,15,0,0.0,0,0,0,0,0,0,0,0,0
hprange/wounit,3805,129,78,1,402,177,260,175,142,2,1.4084507042253522,57,15,14,0,7,3,0,0,1
extrabiomesxl/extrabiomesxl,24299,135,267,0,1729,26,1074,9,655,17,2.595419847328244,8,42,44,0,0,5,0,0,0
jimismith/pinnedheaderlistview,404,0,4,0,34,0,26,0,8,0,0.0,0,0,0,0,0,0,0,0,0
the-shadow/java-speech-api,1338,75,13,0,84,28,62,20,22,8,36.36363636363637,5,14,16,0,1,1,0,0,5
sharadr/rundeck-yana2-nodes-plugin,361,21,8,0,36,9,26,6,10,3,30.0,6,3,2,0,0,0,0,0,1
noveogroup/android-logger,1215,30,17,0,149,3,86,2,63,1,1.5873015873015872,6,4,3,0,0,3,0,0,2
machinemuse/machinemusepowersuits,10133,140,132,0,910,3,675,1,235,2,0.851063829787234,1,30,30,0,0,4,0,0,0
lordgift/thegreangangradio,938,73,15,0,85,4,74,4,11,0,0.0,0,14,15,0,0,0,0,0,0
lukaszlenart/launch4j-maven-plugin,4299,432,49,5,363,18,275,10,88,8,9.090909090909092,69,45,49,0,33,7,0,0,4
orbeon/orbeon-forms,59967,4293,579,3,5790,955,4238,780,1552,175,11.275773195876289,1062,632,622,0,514,131,0,12,89
keesun/mod-socket-io,3488,62,47,0,380,18,299,0,81,18,22.22222222222222,5,14,10,0,2,1,0,0,18
woorea/openstack-ui,7364,49,96,2,724,135,669,124,55,11,20.0,2,3,3,0,1,0,0,0,0
mightypirates/opencomputers,34260,1641,361,9,3077,234,1898,141,1179,93,7.888040712468193,404,187,200,0,74,60,0,1,32
tantalummobile/tantalum,33339,2500,307,9,2711,280,1674,190,1037,90,8.678881388621022,216,427,462,0,57,53,0,3,70
statalign/statalign,73465,4275,446,9,3557,228,2784,126,773,102,13.195342820181114,331,433,525,0,115,43,0,0,4
mystilleef/eclipse4-smartsave,1903,40,50,0,288,4,131,2,157,2,1.2738853503184715,0,12,12,0,0,3,0,0,0
evanchooly/sofia,721,58,11,0,68,9,54,6,14,3,21.428571428571427,15,14,14,0,12,0,0,0,0
wso2/jaggery,14428,1974,112,1,1030,326,629,204,401,122,30.423940149625935,255,295,326,0,144,2,0,0,5
favorlock/bungeechatplus,1762,59,27,0,106,1,97,1,9,0,0.0,0,12,14,0,0,0,0,0,0
animasa/atarashii,6286,161,63,0,530,18,458,15,72,3,4.166666666666666,0,34,33,0,0,6,0,0,0
netflix/recipes-rss,1173,91,29,0,86,19,66,13,20,6,30.0,11,16,19,0,10,3,0,0,0
rfc2822/davdroid,4871,389,58,10,250,80,166,51,84,29,34.523809523809526,39,56,61,0,13,1,0,0,9
zhouweikuan/cocos2d,54674,695,512,7,4693,30,3557,17,1136,13,1.1443661971830987,96,118,155,0,19,17,0,0,24
vialab/smt,12192,135,57,1,933,3,787,2,146,1,0.684931506849315,10,29,34,0,0,2,0,0,0
medcl/elasticsearch-analysis-mmseg,1686,17,29,0,154,20,95,8,59,12,20.33898305084746,1,4,4,0,1,1,0,0,0
wakaleo/game-of-life,1383,5,30,0,149,0,125,0,24,0,0.0,1,1,1,0,0,0,0,0,0
easetech/easytest-core,7600,362,134,0,598,69,396,38,202,31,15.346534653465346,42,58,77,0,34,7,0,0,0
mybatis/generator,90847,6813,372,3,3761,86,3137,57,624,29,4.647435897435898,111,1632,628,0,49,13,0,0,1034
usaskulc/cat,17701,615,94,0,170,34,159,24,11,10,90.9090909090909,11,463,480,0,0,0,0,0,0
andrepl/buildinabox,4318,125,30,0,379,2,297,0,82,2,2.4390243902439024,6,31,35,0,2,4,0,0,0
ctpconsulting/query,7564,217,220,4,759,23,546,17,213,6,2.8169014084507045,32,28,31,0,19,11,0,0,0
adneal/apollo-cm,19958,551,146,0,1444,61,1049,47,395,14,3.5443037974683547,48,119,149,0,14,9,0,0,6
tupilabs/tap4j,5873,295,134,4,562,21,419,21,143,0,0.0,21,42,41,0,12,0,0,0,3
tokanagrammar/tokanagrammar-dev,4641,70,77,1,277,13,194,4,83,9,10.843373493975903,12,29,28,0,0,0,0,0,0
dschuermann/birthday-adapter,4270,157,39,0,250,4,136,2,114,2,1.7543859649122806,6,32,24,0,0,5,0,0,17
danbernier/wordcram,2288,22,52,0,285,2,170,1,115,1,0.8695652173913043,0,5,5,0,0,1,0,0,0
ripe-ncc/hadoop-pcap,1582,54,21,0,152,39,86,35,66,4,6.0606060606060606,3,10,11,0,0,5,0,0,3
grundid/nfctools-examples,938,107,21,0,65,11,31,5,34,6,17.647058823529413,3,25,25,0,2,0,0,0,1
therealfalcon/prestissimo,1054,57,3,0,102,1,97,1,5,0,0.0,1,10,10,0,0,0,0,0,0
mg6maciej/android-maps-extensions,6430,33,72,0,719,0,598,0,121,0,0.0,25,2,2,0,0,0,0,0,0
triagens/blueprints-arangodb-graph,5212,959,52,2,371,54,298,46,73,8,10.95890410958904,97,192,204,0,37,12,0,0,0
openxc/openxc-android,10133,933,165,12,996,95,777,60,219,35,15.981735159817351,80,154,161,0,43,9,0,0,12
mobidevelop/android-split-pane-layout,1020,1,9,0,42,0,29,0,13,0,0.0,1,0,0,0,0,0,0,0,0
mewin/worldguard-region-events,385,6,8,0,30,0,25,0,5,0,0.0,0,3,3,0,0,1,0,0,0
rogerdudler/eclipse-ui-themes,20,0,1,0,3,2,2,2,1,0,0.0,0,0,0,0,0,0,0,0,0
googlecast/casthellotext-android,309,26,1,0,21,0,13,0,8,0,0.0,0,6,6,0,0,0,0,0,0
vasiliybondarenko/onlinelda-preparation-tool,3570,200,120,0,265,78,194,42,71,36,50.70422535211267,6,52,33,0,1,6,0,0,11
rockncoder/twittertutorial,247,15,8,0,28,0,22,0,6,0,0.0,0,4,7,0,0,0,0,0,0
davemckain/qtiworks,62762,2568,1039,37,6436,198,5046,160,1390,38,2.7338129496402876,533,254,283,0,124,85,1,6,41
jpii/navalbattle,15095,504,152,2,1028,3,817,3,211,0,0.0,17,119,130,0,1,19,0,0,0
wpi-suite/wpi-suite,20998,872,291,11,1375,269,1264,255,111,14,12.612612612612612,159,115,160,0,12,10,0,0,5
soluvas/ldap-tools,707,59,6,0,45,10,45,10,0,0,0,4,10,8,0,2,2,0,0,2
difi/vefavalidatorapp,1915,84,41,0,129,73,103,59,26,14,53.84615384615385,0,10,10,0,0,2,0,0,0
kevinweil/elephant-bird,19747,957,285,0,1679,744,1126,553,553,191,34.53887884267631,250,167,202,0,132,28,0,0,14
fourq/sf-deploy-and-destroy,1915,204,17,0,82,3,56,2,26,1,3.8461538461538463,11,38,53,0,0,0,0,0,3
vesin/testutil,5129,231,77,1,539,32,470,28,69,4,5.797101449275362,22,50,50,0,1,10,0,0,0
mccraftaholics/bukkit-warpportals,2920,257,48,1,207,11,168,4,39,7,17.94871794871795,9,52,54,0,1,6,0,0,3
romanzenka/swift,85800,4843,1011,4,7863,338,6204,240,1659,98,5.9071729957805905,1034,862,794,0,481,46,1,7,126
kittylyst/fix8on,442,30,10,0,46,11,34,7,12,4,33.33333333333333,1,8,8,0,1,2,0,0,0
lb--/mcmodify,6711,219,15,1,68,68,36,36,32,32,100.0,115,65,46,0,0,0,0,0,0
klassm/andfhem,31932,624,545,4,3388,44,2358,26,1030,18,1.7475728155339807,42,108,118,0,15,30,0,3,11
szegedi/dynalink,8980,293,84,2,632,88,244,52,388,36,9.278350515463918,57,29,36,0,23,3,0,0,0
inl/blacklab,29578,2000,301,6,2108,291,1499,195,609,96,15.763546798029557,467,318,284,0,155,19,0,0,64
