type,id,size,wrappings
java,11672,40,0
java,11673,3,1
java,11674,39,0
java,11675,15,0
java,11677,28,0
java,11678,57,0
java,11679,11,0
java,11680,54,1
java,11681,1,0
java,11682,93,3
java,11683,58,1
java,9578,41,1
java,5578,9,0
java,6088,41,0
java,6089,12,0
java,10061,74,0
java,10062,12,0
java,18550,4,0
java,18551,10,1
java,18552,75,0
java,18553,8,0
java,5087,20,3
java,8173,22,0
java,8174,31,1
java,8175,20,1
java,7535,25,2
java,7534,28,2
java,7536,17,2
java,7537,15,1
java,7538,10,0
java,7539,13,0
java,7540,31,2
java,5836,3,1
java,8101,9,0
java,8102,9,0
java,1800,10,0
java,3186,18,0
java,3187,23,0
java,15735,4,1
java,7832,42,1
java,7833,9,1
java,7834,9,1
java,7835,9,1
java,6298,10,0
java,6299,6,0
java,3794,42,2
java,3795,13,0
java,3796,40,0
java,3797,9,1
java,3798,10,0
java,1880,24,0
java,1921,18,0
java,1872,14,0
java,1873,16,0
java,1874,14,0
java,1875,20,1
java,1876,4,0
java,1877,9,0
java,1878,36,2
java,1879,17,0
java,1881,12,0
java,1882,11,0
java,1883,23,0
java,1884,21,1
java,1885,19,0
java,1886,12,0
java,1887,22,1
java,1888,14,0
java,1889,11,0
java,1890,14,0
java,1891,10,0
java,1892,25,1
java,1893,17,0
java,1922,17,0
java,1894,14,0
java,1895,11,0
java,1896,7,0
java,1897,14,0
java,1898,13,0
java,1899,14,0
java,1900,13,0
java,1901,12,0
java,1902,31,1
java,1903,7,0
java,1904,6,0
java,1905,14,0
java,1906,32,1
java,1907,22,2
java,1908,31,1
java,1909,22,1
java,1910,35,1
java,1911,22,1
java,1912,24,0
java,1913,31,1
java,1914,22,0
java,1915,12,0
java,1916,31,1
java,1917,12,0
java,1918,18,0
java,1919,14,0
java,1920,16,1
java,1923,15,0
java,1924,16,0
java,1925,55,5
java,1926,18,1
java,1927,14,0
java,1928,16,1
java,1929,20,0
java,1930,11,0
java,1931,6,0
java,1932,24,0
java,1933,15,1
java,1934,12,0
java,1935,20,1
java,1936,14,0
java,1937,27,0
java,1938,15,0
java,5972,24,0
java,5973,3,0
java,5974,11,0
java,5975,20,0
java,5976,15,0
java,5977,14,0
java,5978,1,0
java,5979,11,0
java,5980,8,0
java,5981,11,0
java,5982,12,0
java,5983,8,0
java,5984,50,4
java,5985,13,0
java,5986,15,0
java,5987,10,0
java,5988,43,2
java,5146,31,0
java,5147,31,0
java,5148,31,0
java,5149,33,0
java,5150,33,0
java,5151,31,0
java,4375,9,0
java,16611,93,0
java,16612,66,0
java,16613,1,0
java,16626,98,0
java,16674,67,2
java,16607,67,0
java,16608,5,0
java,16595,14,0
java,16609,61,0
java,16596,34,0
java,16597,67,0
java,16598,15,0
java,16599,7,0
java,16600,16,0
java,16610,6,1
java,16601,39,0
java,16602,23,0
java,16603,1,0
java,16604,87,3
java,16605,1,0
java,16606,13,0
java,16614,35,0
java,16615,16,0
java,16616,28,0
java,16617,64,1
java,16618,8,1
java,16619,62,0
java,16620,1,0
java,16621,50,0
java,16622,59,1
java,16623,38,0
java,16624,66,0
java,16625,33,2
java,16627,18,0
java,16628,22,0
java,16629,9,0
java,16630,6,1
java,16631,6,0
java,16632,102,0
java,16633,32,1
java,16634,6,1
java,16635,16,0
java,16636,15,0
java,16637,68,0
java,16638,35,0
java,16639,32,0
java,16640,38,0
java,16641,28,3
java,16642,124,0
java,16643,18,0
java,16644,54,0
java,16645,11,0
java,16646,30,0
java,16647,44,0
java,16648,105,0
java,16649,11,0
java,16650,5,0
java,16651,4,0
java,16652,36,0
java,16653,22,0
java,16654,81,0
java,16655,59,0
java,16656,81,0
java,16657,3,0
java,16658,2,0
java,16659,13,0
java,16660,47,0
java,16661,15,0
java,16662,4,0
java,16663,45,1
java,16664,1,0
java,16665,34,0
java,16666,20,2
java,16667,25,0
java,16668,44,0
java,16669,98,0
java,16670,8,0
java,16671,15,0
java,16672,73,2
java,16673,76,0
java,16675,31,0
java,16676,33,0
java,16677,8,0
java,16678,5,0
java,16679,24,0
java,16680,35,0
java,16681,39,0
java,16682,108,0
java,16683,1,0
java,16684,44,0
java,16685,5,1
java,16686,50,1
java,16687,16,1
java,16688,8,0
java,16689,4,0
java,16690,75,0
java,16691,28,3
java,16692,39,0
java,16693,23,0
java,16694,18,2
java,16695,45,0
java,15717,12,1
java,7607,10,0
java,7608,8,0
java,7609,5,0
java,14811,27,0
java,52093,1,0
java,52094,3,0
java,785,9,0
java,4893,21,0
java,19725,20,0
java,19726,20,0
java,19727,5,1
java,19728,10,0
java,19729,35,0
java,19730,169,1
java,15852,3,0
java,15853,22,0
java,12038,14,1
java,19774,1,0
java,8791,7,0
java,9183,1,0
java,52570,2,0
java,52571,3,0
java,52572,1,0
java,52573,13,0
java,52574,2,2
java,52575,15,0
java,52576,13,1
java,52577,2,0
java,52578,19,2
java,52579,117,0
java,52580,4,0
java,52581,23,1
java,52582,11,0
java,52583,39,1
java,52584,2,0
java,52585,15,0
java,52586,37,1
java,52587,3,0
java,52588,1,0
java,52589,10,0
java,3670,4,0
java,3671,6,0
java,3672,4,0
java,3673,7,1
java,198,7,1
java,14356,4,1
java,17103,12,3
java,17104,60,1
java,17105,41,4
java,17106,32,3
java,9366,4,0
java,9641,2,0
java,7471,33,0
java,15736,98,1
java,15737,10,2
java,15738,45,1
java,15739,10,0
java,15740,30,0
java,19735,9,0
java,8864,18,0
java,8884,4,0
java,8847,25,0
java,8848,7,0
java,8849,1,0
java,8850,1,0
java,8851,1,0
java,8852,5,0
java,8853,17,1
java,8854,7,0
java,8855,31,1
java,8856,15,0
java,8857,1,0
java,8858,1,0
java,8885,1,0
java,8859,8,0
java,8860,4,0
java,8861,9,1
java,8862,19,1
java,8863,1,0
java,8865,18,1
java,8866,31,1
java,8867,3,0
java,8868,5,1
java,8869,17,0
java,8870,10,0
java,8871,19,1
java,8872,11,1
java,8886,29,1
java,8873,11,0
java,8874,1,0
java,8875,5,0
java,8876,1,0
java,8877,33,1
java,8878,5,0
java,8879,31,1
java,8880,11,1
java,8881,11,1
java,8882,11,1
java,8883,2,0
java,8887,19,1
java,8888,12,0
java,8889,35,1
java,52728,3,0
java,52725,52,0
java,52726,10,0
java,52727,10,0
java,52729,6,0
java,52730,18,3
java,52731,17,1
java,52732,30,2
java,52733,19,3
java,52734,23,1
java,52735,18,3
java,5562,5,0
java,5557,17,0
java,5558,9,0
java,5559,9,0
java,5560,12,0
java,5561,33,0
java,1813,101,0
java,1814,2,1
java,1815,4,0
java,1816,4,0
java,1817,2,0
java,1818,16,3
java,1819,33,1
java,1820,2,1
java,1821,2,1
java,1822,83,1
java,12805,44,0
java,18528,40,0
java,18529,29,0
java,18530,35,0
java,1848,3,1
java,51839,2,0
java,51840,6,0
java,51841,1,0
java,53035,31,0
java,3602,2,0
java,3603,3,1
java,13300,9,0
java,13301,11,0
java,1748,1,0
java,19333,21,0
java,83,17,0
java,94,51,0
java,84,46,0
java,85,57,0
java,86,22,1
java,87,41,0
java,88,51,0
java,89,33,0
java,90,9,0
java,91,74,0
java,92,18,1
java,93,22,0
java,95,64,0
java,96,28,0
java,97,7,0
java,98,19,0
java,99,9,0
java,100,20,1
java,101,35,0
java,102,4,0
java,103,52,0
java,109,5,0
java,104,51,0
java,105,20,0
java,106,118,0
java,107,133,0
java,108,23,0
java,115,1,0
java,110,25,0
java,111,9,1
java,112,44,0
java,113,51,0
java,114,13,2
java,116,18,0
java,117,33,0
java,118,2,0
java,119,28,0
java,120,4,1
java,121,40,0
java,122,39,1
java,123,13,0
java,124,43,0
java,125,139,0
java,126,12,0
java,52090,22,2
java,52091,51,0
java,52092,1,1
java,2158,34,0
java,2159,2,0
java,2160,22,1
java,2161,7,1
java,2162,22,0
java,51830,7,0
java,51831,14,0
java,51832,3,0
java,51833,10,0
java,51834,16,0
java,51835,45,0
java,51836,24,0
java,51837,112,0
java,51838,13,0
java,5277,22,1
java,19345,3,0
java,33,30,0
java,34,90,1
java,35,40,1
java,36,22,0
java,37,22,0
java,38,3,0
java,39,53,0
java,40,33,1
java,41,22,0
java,42,22,0
java,43,30,0
java,18234,2,0
java,18235,3,0
java,18236,2,0
java,18237,6,2
java,18238,2,0
java,12828,9,0
java,9593,2,1
java,9591,38,0
java,9592,11,0
java,7408,1,0
java,7409,16,0
java,17948,18,2
java,10181,57,1
java,52002,3,0
java,51992,3,0
java,51993,3,0
java,51994,2,0
java,52003,3,0
java,51995,65,0
java,51996,2,0
java,51997,3,0
java,51998,3,0
java,51999,3,0
java,52000,3,0
java,52001,3,0
java,7575,1,0
java,1727,6,0
java,1728,31,0
java,1729,5,0
java,1730,6,0
java,2982,2,0
java,2988,2,0
java,2981,10,0
java,2978,11,0
java,2979,7,0
java,2980,7,1
java,2983,19,1
java,2984,41,0
java,2985,2,0
java,2986,3,1
java,2987,31,1
java,20366,12,0
java,20367,8,1
java,20368,22,1
java,20369,15,0
java,7813,19,1
java,53023,6,0
java,15383,11,0
java,15384,13,0
java,15385,2,0
java,19091,44,2
java,19092,35,0
java,19093,27,0
java,19094,35,0
java,19095,35,0
java,8613,23,1
java,3084,22,0
java,3059,3,1
java,3060,27,0
java,3061,20,1
java,3062,25,0
java,3063,14,0
java,3064,33,1
java,3065,18,0
java,3066,18,0
java,3067,30,0
java,3068,12,1
java,3069,4,0
java,3070,3,0
java,3071,8,0
java,3072,9,0
java,3073,4,0
java,3074,16,0
java,3075,3,0
java,3076,45,5
java,3077,3,0
java,3078,30,0
java,3079,3,0
java,3080,42,1
java,3081,22,1
java,3082,13,1
java,3083,16,0
java,3085,23,1
java,3086,4,0
java,3087,16,0
java,3088,28,0
java,3089,37,2
java,15558,71,1
java,15556,93,0
java,15557,29,0
java,15559,29,0
java,15560,26,1
java,15561,69,1
java,15562,139,0
java,15563,46,1
java,17681,3,0
java,50692,35,0
java,5563,22,2
java,5564,12,0
java,5565,21,1
java,5566,5,0
java,5567,2,0
java,5568,10,0
java,5569,4,0
java,5570,30,0
java,5571,30,2
java,5572,3,0
java,5573,2,0
java,5574,28,2
java,5575,33,1
java,5576,20,1
java,1749,12,0
java,13544,9,0
java,13545,43,1
java,13546,27,0
java,11651,84,0
java,53090,48,1
java,53096,104,0
java,53087,34,0
java,53088,9,2
java,53089,46,1
java,53091,26,1
java,53092,21,0
java,53093,132,0
java,53094,11,3
java,53095,11,3
java,53097,25,0
java,53098,7,0
java,53099,31,0
java,53100,47,6
java,53101,151,0
java,53111,11,3
java,53102,27,1
java,53103,28,1
java,53104,11,1
java,53105,110,0
java,53112,46,1
java,53106,43,0
java,53107,25,0
java,53108,51,1
java,53109,56,1
java,53110,7,0
java,53113,25,5
java,53114,46,0
java,53115,43,0
java,15374,4,0
java,15375,2,0
java,15376,156,14
java,15377,1,0
java,3861,30,0
java,9628,36,0
java,5830,27,2
java,5831,1,1
java,5832,1,1
java,5833,25,1
java,51610,34,0
java,19346,27,1
java,5898,29,0
java,50517,10,0
java,50518,12,0
java,50519,25,0
java,50520,8,1
java,50521,14,0
java,50522,22,1
java,50523,16,1
java,50524,39,1
java,52196,6,0
java,52197,6,0
java,52198,3,0
java,52194,4,0
java,52195,6,0
java,3864,19,0
java,3865,19,0
java,3866,19,0
java,3867,19,0
java,3868,19,0
java,3869,1,1
java,3703,16,1
java,51071,20,0
java,51070,8,0
java,51072,14,0
java,51073,12,0
java,51074,18,0
java,51075,20,0
java,51076,18,0
java,51077,18,0
java,51078,12,0
java,51079,15,0
java,51080,15,0
java,51081,18,0
java,51082,20,2
java,51083,18,0
java,51084,10,0
java,51085,15,1
java,51086,15,0
java,51087,13,0
java,51088,17,0
java,51089,21,0
java,51090,9,0
java,51091,15,0
java,51092,12,0
java,51093,18,0
java,51094,12,0
java,51095,15,0
java,51096,18,0
java,51097,14,0
java,51098,15,0
java,51099,9,0
java,51100,11,0
java,51101,19,0
java,51102,7,0
java,51103,10,0
java,51104,10,0
java,51105,13,0
java,51106,18,1
java,51107,14,0
java,51108,15,0
java,51109,12,1
java,51110,19,0
java,51111,12,1
java,51112,15,0
java,51113,17,0
java,51114,11,0
java,51115,26,0
java,51116,13,0
java,51117,18,0
java,51118,13,0
java,51119,25,0
java,51120,10,0
java,51121,26,0
java,5222,34,1
java,52614,2,0
java,52613,3,0
java,2816,22,1
java,2817,10,0
java,2818,18,0
java,17947,46,0
java,8159,6,0
java,8160,15,1
java,8161,21,2
java,8162,9,0
java,8241,2,0
java,3569,4,0
java,3570,5,0
java,3571,6,0
java,3572,21,0
java,3573,15,0
java,3574,1,0
java,3575,6,0
java,3576,10,0
java,3577,4,0
java,3578,4,0
java,3232,8,0
java,8062,21,0
java,8063,24,0
java,8064,16,0
java,8065,15,1
java,8066,29,0
java,8067,18,0
java,8068,15,1
java,52789,3,0
java,52790,2,0
java,52781,40,0
java,52782,2,0
java,52783,12,0
java,52784,22,0
java,52785,12,0
java,52786,2,0
java,52787,32,1
java,52788,2,0
java,52791,30,1
java,52792,10,0
java,52793,30,0
java,52794,9,1
java,52795,41,2
java,52796,5,0
java,9701,29,0
java,9702,50,2
java,9703,11,0
java,9704,12,1
java,9705,3,0
java,9706,28,2
java,9707,27,0
java,19006,27,1
java,19007,37,0
java,19008,30,0
java,19009,31,0
java,19010,78,1
java,19011,41,1
java,19012,29,0
java,19013,43,0
java,19014,78,1
java,17694,6,0
java,18899,38,0
java,18900,30,0
java,12904,26,1
java,15447,8,0
java,15446,3,0
java,15448,9,0
java,15449,12,1
java,53462,2,0
java,53463,3,0
java,138,18,0
java,139,1,0
java,10009,3,0
java,10008,13,0
java,13141,1,0
java,5616,4,0
java,5617,6,0
java,17888,28,1
java,17889,65,3
java,17890,21,3
java,17891,12,0
java,17892,35,3
java,17893,21,3
java,17894,24,0
java,8329,20,1
java,8330,23,1
java,7112,4,0
java,7105,2,0
java,7106,2,1
java,7107,4,0
java,7108,5,0
java,7109,4,0
java,7110,4,0
java,7111,12,0
java,18668,8,1
java,52187,2,0
java,52183,2,0
java,52184,34,1
java,52185,2,0
java,52186,2,0
java,52188,9,0
java,52189,2,0
java,52190,2,1
java,52191,1,0
java,8106,33,0
java,13240,7,0
java,10085,4,0
java,10086,4,0
java,50754,25,0
java,18455,9,0
java,13330,12,1
java,17207,25,0
java,1589,14,0
java,1590,3,0
java,2265,18,0
java,52175,7,0
java,52176,17,1
java,9604,3,0
java,9700,6,0
java,9634,9,0
java,7527,53,4
java,20126,9,1
java,20127,4,0
java,15463,9,0
java,15461,1,0
java,15462,66,1
java,15469,98,0
java,15470,3,0
java,15464,56,0
java,15465,20,0
java,15466,11,0
java,15467,51,0
java,15468,44,0
java,15471,38,0
java,15472,5,0
java,15473,40,0
java,15474,18,0
java,15958,13,0
java,15959,2,0
java,15960,2,0
java,15961,3,0
java,15962,14,0
java,15963,20,0
java,15964,2,0
java,52939,36,2
java,52940,16,0
java,52941,33,2
java,52942,33,1
java,52943,27,0
java,52944,3,1
java,52945,2,0
java,52946,4,1
java,52947,3,0
java,52953,48,1
java,52948,15,3
java,52949,25,0
java,52950,4,1
java,52951,45,0
java,52952,61,2
java,52954,3,0
java,52955,48,4
java,52956,18,0
java,52957,4,0
java,52958,12,0
java,52959,26,0
java,52960,9,0
java,52961,4,0
java,52962,19,1
java,52963,48,1
java,13298,2,0
java,13299,2,0
java,53179,3,0
java,17531,22,0
java,4391,40,1
java,18491,7,0
java,2359,1,0
java,2345,2,0
java,2451,2,0
java,2578,2,0
java,2638,2,0
java,2650,2,0
java,2651,2,0
java,2709,2,0
java,2485,2,0
java,2514,2,0
java,2547,3,0
java,2311,35,0
java,2306,2,0
java,2307,2,0
java,2308,15,0
java,2309,2,0
java,2310,2,0
java,2352,2,0
java,2312,10,0
java,2313,2,0
java,2314,10,0
java,2315,122,0
java,2316,4,0
java,2317,9,0
java,2318,5,0
java,2319,13,2
java,2320,19,0
java,2321,2,0
java,2333,14,0
java,2322,10,0
java,2323,24,1
java,2324,13,0
java,2325,2,0
java,2326,2,0
java,2327,9,0
java,2328,2,0
java,2329,21,1
java,2330,5,0
java,2331,6,0
java,2332,19,0
java,2334,4,1
java,2335,21,0
java,2336,26,0
java,2337,29,0
java,2338,34,0
java,2344,3,0
java,2339,2,0
java,2340,12,0
java,2341,29,0
java,2342,21,1
java,2343,39,0
java,2346,8,0
java,2347,4,1
java,2348,11,0
java,2349,31,1
java,2350,2,0
java,2351,18,0
java,2353,19,0
java,2354,3,0
java,2355,70,0
java,2356,1,0
java,2357,14,0
java,2358,2,0
java,2360,13,0
java,2361,13,0
java,2362,10,0
java,2363,1,0
java,2364,2,0
java,2370,6,0
java,2365,10,0
java,2366,2,0
java,2367,38,0
java,2368,3,0
java,2369,32,2
java,2371,9,0
java,2372,2,0
java,2373,27,0
java,2374,2,0
java,2375,29,0
java,2381,2,0
java,2376,14,0
java,2377,2,0
java,2378,21,1
java,2379,8,0
java,2380,4,0
java,2409,9,0
java,2382,4,2
java,2383,2,0
java,2384,101,0
java,2385,5,0
java,2386,15,0
java,2387,14,0
java,2388,34,0
java,2389,15,0
java,2390,25,1
java,2391,2,0
java,2392,2,0
java,2393,9,0
java,2394,9,0
java,2395,2,0
java,2396,23,0
java,2397,38,0
java,2398,27,1
java,2399,35,0
java,2400,13,0
java,2401,21,0
java,2402,22,0
java,2403,24,0
java,2404,1,0
java,2405,5,0
java,2406,24,1
java,2407,19,0
java,2408,27,0
java,2416,2,0
java,2410,4,0
java,2411,18,0
java,2412,8,0
java,2413,6,0
java,2414,3,0
java,2415,32,2
java,2417,2,0
java,2418,6,0
java,2419,14,0
java,2420,2,0
java,2421,15,0
java,2422,2,0
java,2423,21,0
java,2424,2,0
java,2425,17,0
java,2426,10,0
java,2427,18,0
java,2433,28,0
java,2428,37,0
java,2429,21,0
java,2430,12,0
java,2431,34,1
java,2432,23,0
java,2434,6,0
java,2435,10,0
java,2436,6,0
java,2437,23,0
java,2438,34,0
java,2439,13,0
java,2440,19,0
java,2441,16,0
java,2442,4,1
java,2443,2,0
java,2444,6,1
java,2445,12,0
java,2446,2,0
java,2447,8,0
java,2448,8,0
java,2449,2,0
java,2450,2,0
java,2452,9,0
java,2453,35,0
java,2454,7,0
java,2455,8,0
java,2456,6,0
java,2477,19,0
java,2457,21,1
java,2458,9,0
java,2459,38,0
java,2460,47,0
java,2461,18,0
java,2462,17,1
java,2463,10,0
java,2464,13,0
java,2465,2,0
java,2466,4,1
java,2478,5,0
java,2467,50,0
java,2468,12,0
java,2469,19,0
java,2470,2,0
java,2471,12,0
java,2472,53,0
java,2473,8,0
java,2474,4,1
java,2475,2,0
java,2476,18,0
java,2484,14,0
java,2479,21,0
java,2480,15,0
java,2481,12,0
java,2482,5,0
java,2483,46,1
java,2486,2,0
java,2487,8,0
java,2488,2,0
java,2489,24,0
java,2490,2,0
java,2491,25,0
java,2492,9,0
java,2493,8,0
java,2494,24,1
java,2495,4,1
java,2496,2,0
java,2497,2,0
java,2498,2,0
java,2499,19,0
java,2500,9,1
java,2501,2,0
java,2502,19,0
java,2548,5,0
java,2503,30,0
java,2504,32,0
java,2505,8,0
java,2506,2,0
java,2507,16,0
java,2508,5,0
java,2509,12,0
java,2510,1,0
java,2511,2,0
java,2512,7,0
java,2513,10,0
java,2515,24,1
java,2516,50,0
java,2517,29,0
java,2518,19,0
java,2519,15,2
java,2520,25,0
java,2521,22,0
java,2522,4,0
java,2523,28,0
java,2524,12,0
java,2525,2,0
java,2526,11,0
java,2527,26,0
java,2528,14,0
java,2529,4,1
java,2530,2,0
java,2531,22,0
java,2532,2,0
java,2533,2,0
java,2534,9,0
java,2535,2,0
java,2536,9,0
java,2537,32,0
java,2538,10,0
java,2539,2,0
java,2540,25,0
java,2541,65,0
java,2576,5,0
java,2542,10,0
java,2543,2,0
java,2544,12,0
java,2545,2,0
java,2546,10,0
java,2549,11,1
java,2550,25,0
java,2551,2,0
java,2552,9,0
java,2553,2,0
java,2554,11,0
java,2555,40,1
java,2556,14,1
java,2557,8,0
java,2558,4,1
java,2559,117,0
java,2560,4,1
java,2561,2,0
java,2562,16,0
java,2563,19,0
java,2564,27,0
java,2565,22,0
java,2566,10,0
java,2567,34,0
java,2568,13,2
java,2569,27,0
java,2570,14,1
java,2571,2,0
java,2572,20,0
java,2573,8,0
java,2574,18,0
java,2575,2,0
java,2577,5,0
java,2579,4,1
java,2580,2,0
java,2581,14,0
java,2582,140,0
java,2583,7,0
java,2584,15,1
java,2585,14,0
java,2586,9,0
java,2587,22,0
java,2588,10,1
java,2589,1,0
java,2590,2,0
java,2591,1,0
java,2592,2,0
java,2593,4,1
java,2594,18,0
java,2595,2,0
java,2608,22,0
java,2596,10,0
java,2597,2,0
java,2598,2,0
java,2599,37,0
java,2600,2,0
java,2601,30,0
java,2602,8,1
java,2603,23,0
java,2604,2,0
java,2605,2,0
java,2606,13,0
java,2607,19,0
java,2609,22,4
java,2610,28,0
java,2611,2,0
java,2612,23,0
java,2613,9,0
java,2614,6,0
java,2615,2,0
java,2616,21,0
java,2617,24,1
java,2618,1,0
java,2619,22,0
java,2620,29,0
java,2621,16,0
java,2622,13,0
java,2623,2,0
java,2624,13,0
java,2625,2,0
java,2626,25,0
java,2627,12,0
java,2628,16,0
java,2629,4,1
java,2630,16,0
java,2637,5,0
java,2631,21,0
java,2632,2,0
java,2633,2,0
java,2634,4,0
java,2635,12,0
java,2636,16,0
java,2639,34,0
java,2640,2,0
java,2641,6,0
java,2642,31,0
java,2643,14,0
java,2644,2,0
java,2645,12,0
java,2646,30,2
java,2647,2,0
java,2648,9,0
java,2649,101,0
java,2652,10,0
java,2653,8,0
java,2654,5,0
java,2655,16,0
java,2656,5,1
java,2668,20,0
java,2657,27,0
java,2658,4,0
java,2659,1,0
java,2660,22,1
java,2661,2,0
java,2662,8,0
java,2663,16,2
java,2664,12,0
java,2665,6,0
java,2666,5,1
java,2667,6,0
java,2669,31,2
java,2670,2,0
java,2671,21,0
java,2672,2,0
java,2673,14,0
java,2679,37,0
java,2674,19,1
java,2675,19,0
java,2676,12,0
java,2677,30,0
java,2678,2,0
java,2680,6,0
java,2681,22,0
java,2682,13,0
java,2683,28,0
java,2684,10,0
java,2685,7,0
java,2686,2,0
java,2687,6,0
java,2688,11,0
java,2689,20,0
java,2690,16,0
java,2691,23,0
java,2692,2,0
java,2693,24,1
java,2694,9,0
java,2695,56,1
java,2702,2,0
java,2696,12,0
java,2697,22,0
java,2698,7,0
java,2699,16,0
java,2700,31,2
java,2701,2,0
java,2703,4,0
java,2704,2,0
java,2705,8,0
java,2706,24,1
java,2707,26,0
java,2708,24,1
java,2710,16,0
java,2711,8,0
java,2712,14,0
java,2713,39,0
java,2714,13,0
java,2715,6,2
java,2716,2,0
java,2717,9,0
java,2718,40,1
java,15367,22,0
java,15675,37,2
java,15676,49,0
java,5727,26,0
java,50535,2,0
java,50536,2,0
java,5753,18,1
java,17480,1,0
java,17481,6,1
java,50673,26,1
java,50674,16,1
java,3021,6,0
java,3190,33,0
java,3191,2,0
java,9756,21,0
java,11265,3,0
java,13310,9,1
java,18454,2,0
java,15409,9,0
java,12539,3,0
java,12540,7,0
java,15971,26,0
java,15566,14,1
java,15567,11,0
java,15568,20,0
java,15569,23,0
java,5579,3,1
java,4231,18,0
java,420,13,0
java,53150,6,0
java,53151,11,0
java,53152,64,0
java,14066,24,0
java,14067,65,1
java,53655,5,0
java,52483,20,1
java,2208,3,0
java,2209,3,0
java,2210,2,0
java,2211,14,2
java,2212,9,0
java,2213,3,0
java,14068,9,1
java,15613,11,0
java,15614,7,0
java,15615,9,0
java,15616,9,0
java,17179,3,0
java,17180,6,1
java,18669,40,1
java,7816,36,1
java,7817,20,1
java,13143,26,0
java,13144,17,0
java,13145,15,0
java,13146,4,0
java,13147,10,0
java,13148,46,2
java,13149,4,0
java,4321,2,0
java,4316,27,1
java,4317,6,1
java,4318,8,1
java,4319,7,0
java,4320,12,0
java,4322,8,1
java,4323,24,0
java,4324,19,1
java,4325,13,1
java,4331,7,0
java,4326,11,0
java,4327,25,0
java,4328,23,1
java,4329,30,0
java,4330,7,0
java,4297,5,0
java,4292,32,2
java,4293,33,2
java,4294,21,2
java,4295,16,1
java,4296,20,2
java,4298,33,0
java,4299,19,0
java,4300,30,0
java,4301,22,1
java,4302,22,1
java,4303,19,0
java,4304,21,2
java,4305,19,0
java,4306,19,0
java,4307,11,2
java,4308,14,1
java,4309,26,3
java,4310,11,0
java,7743,80,2
java,7744,80,2
java,7742,15,0
java,7745,15,0
java,52470,155,2
java,52471,11,0
java,52472,146,1
java,52473,114,0
java,18127,8,0
java,18128,19,0
java,18129,19,0
java,2184,20,0
java,2185,6,0
java,2186,20,0
java,6233,1,0
java,6234,1,0
java,6235,2,0
java,9369,31,0
java,9370,21,4
java,13553,6,0
java,5263,5,0
java,6954,22,0
java,52075,7,1
java,52076,2,0
java,19757,20,0
java,9378,21,2
java,9379,1,0
java,3335,7,0
java,3341,4,0
java,3342,110,0
java,3349,80,0
java,3350,41,2
java,3333,7,0
java,3334,94,0
java,3336,17,1
java,3337,38,2
java,3338,11,0
java,3339,8,0
java,3340,16,1
java,3343,11,0
java,3344,20,0
java,3345,7,1
java,3346,21,0
java,3347,18,0
java,3348,7,0
java,3351,15,0
java,3352,20,1
java,3353,75,1
java,3354,18,0
java,3355,18,0
java,3356,15,0
java,3357,22,2
java,3358,16,0
java,3359,6,1
java,20536,23,0
java,20537,19,0
java,20538,10,0
java,20539,13,1
java,20540,26,0
java,18194,20,0
java,18195,4,1
java,18196,27,0
java,18197,22,1
java,18198,2,0
java,18199,2,0
java,18200,16,1
java,18201,5,1
java,18202,5,1
java,18203,33,1
java,18204,20,0
java,18205,28,0
java,18206,24,1
java,18207,26,1
java,18208,22,1
java,18209,4,1
java,18225,12,0
java,18210,30,0
java,18211,2,0
java,18212,36,1
java,18213,24,0
java,18214,20,1
java,18215,28,1
java,18216,4,1
java,18217,4,1
java,18218,1,0
java,18219,16,0
java,18220,5,1
java,18221,4,1
java,18222,13,0
java,18223,20,1
java,18224,26,0
java,18226,24,1
java,18227,4,1
java,18228,4,1
java,18229,5,1
java,18230,2,0
java,18231,32,0
java,18232,78,2
java,18233,5,1
java,8231,5,0
java,8232,75,1
java,8228,11,0
java,8229,51,1
java,8230,21,0
java,2738,33,0
java,2739,11,0
java,2740,22,1
java,2741,11,0
java,2742,11,0
java,5899,2,0
java,5911,57,3
java,5900,6,0
java,5901,22,0
java,5902,20,0
java,5903,23,0
java,5904,8,0
java,5905,53,1
java,5906,7,0
java,5907,23,0
java,5908,45,0
java,5909,24,0
java,5910,21,1
java,5912,10,1
java,5913,47,1
java,5914,52,1
java,5915,22,0
java,5916,52,0
java,5927,21,0
java,5917,12,0
java,5918,7,1
java,5919,45,2
java,5920,4,2
java,5921,8,0
java,5922,44,1
java,5923,18,1
java,5924,4,1
java,5925,1,2
java,5926,21,1
java,5928,32,0
java,5929,13,0
java,5930,97,6
java,5931,35,1
java,5932,15,0
java,5933,23,0
java,5934,2,0
java,11563,2,0
java,11558,7,0
java,11559,4,0
java,11560,5,0
java,11561,9,1
java,11562,12,0
java,11564,10,0
java,11565,17,1
java,11566,3,0
java,11567,7,0
java,11568,13,1
java,11569,10,0
java,11570,6,1
java,4707,19,0
java,2722,12,0
java,2723,12,0
java,2724,28,1
java,2725,32,2
java,2726,35,2
java,2727,21,0
java,2728,6,0
java,2729,40,3
java,2730,44,3
java,2731,35,3
java,2732,29,2
java,2733,3,0
java,5264,25,0
java,7526,32,0
java,19254,5,0
java,19255,33,1
java,19256,36,1
java,19257,10,0
java,19258,17,1
java,19336,25,1
java,9418,2,1
java,9419,21,1
java,9420,2,0
java,9421,4,2
java,9422,8,0
java,9423,20,1
java,9424,2,1
